EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
100032,Y,Yes,12.0,3.0,2.0,80.0,1.0,28.0,2.0,2.0,7.0,7.0,7.0,7.0,,202464.0
100033,Y,No,18.0,3.0,2.0,80.0,1.0,26.0,6.0,3.0,7.0,7.0,4.0,7.0,,223272.0
100034,Y,Yes,12.0,3.0,2.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,4.0,,69936.0
100035,Y,Yes,24.0,4.0,2.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,,29268.0
100036,Y,Yes,16.0,3.0,3.0,80.0,1.0,20.0,3.0,3.0,20.0,11.0,0.0,7.0,,25596.0
100037,Y,Yes,16.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,5.0,2.0,0.0,4.0,,73704.0
100038,Y,Yes,16.0,3.0,2.0,80.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,,31044.0
100039,Y,No,13.0,3.0,4.0,80.0,2.0,10.0,2.0,2.0,9.0,8.0,3.0,8.0,,70872.0
100040,Y,No,14.0,3.0,3.0,80.0,1.0,21.0,5.0,3.0,20.0,7.0,0.0,9.0,,201588.0
100041,Y,Yes,11.0,3.0,3.0,80.0,0.0,8.0,3.0,3.0,8.0,7.0,3.0,0.0,,34908.0
100042,Y,No,22.0,4.0,1.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0,,33384.0
100043,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,,32436.0
100044,Y,No,12.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,,52800.0
100045,Y,Yes,13.0,3.0,3.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,41292.0
100046,Y,No,13.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,,60948.0
100047,Y,No,12.0,3.0,3.0,80.0,0.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,,219180.0
100048,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0,,25164.0
100049,Y,Yes,18.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,5.0,4.0,1.0,3.0,,26016.0
100050,Y,No,12.0,3.0,3.0,80.0,0.0,8.0,1.0,4.0,5.0,1.0,0.0,4.0,,54084.0
100051,Y,No,18.0,3.0,3.0,80.0,0.0,21.0,6.0,3.0,7.0,7.0,1.0,0.0,,164808.0
100052,Y,No,11.0,3.0,1.0,80.0,0.0,24.0,2.0,2.0,22.0,6.0,4.0,14.0,,226560.0
100053,Y,No,16.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,24876.0
100054,Y,Yes,24.0,4.0,3.0,80.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,,33540.0
100055,Y,No,20.0,4.0,4.0,80.0,0.0,18.0,2.0,4.0,14.0,7.0,8.0,10.0,,100572.0
100056,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,,100152.0
100057,Y,Yes,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,7.0,5.0,,57348.0
100058,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0,,48792.0
100059,Y,No,13.0,3.0,1.0,80.0,0.0,8.0,2.0,4.0,5.0,4.0,1.0,2.0,,119976.0
100060,Y,Yes,12.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,5.0,4.0,1.0,3.0,,76764.0
100061,Y,Yes,22.0,4.0,4.0,80.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,2.0,,37680.0
100062,Y,Yes,12.0,3.0,1.0,80.0,1.0,33.0,0.0,3.0,19.0,16.0,15.0,9.0,,160824.0
100063,Y,No,17.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,3.0,7.0,,51420.0
100064,Y,No,24.0,4.0,1.0,80.0,1.0,15.0,4.0,2.0,15.0,12.0,11.0,11.0,,64872.0
100065,Y,Yes,21.0,4.0,3.0,80.0,1.0,17.0,2.0,3.0,7.0,7.0,7.0,7.0,,123024.0
100066,Y,No,18.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,37404.0
100067,Y,No,12.0,3.0,3.0,80.0,1.0,17.0,2.0,2.0,6.0,5.0,1.0,2.0,,41040.0
100068,Y,Yes,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,,31884.0
100069,Y,No,19.0,3.0,1.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,,51264.0
100070,Y,No,14.0,3.0,4.0,80.0,1.0,16.0,4.0,3.0,6.0,2.0,0.0,5.0,,71280.0
100071,Y,Yes,11.0,3.0,4.0,80.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0,,223980.0
100072,Y,Yes,20.0,4.0,1.0,80.0,3.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,,32040.0
100073,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,,63648.0
100074,Y,No,15.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,,84060.0
100075,Y,No,14.0,3.0,4.0,80.0,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0,,66744.0
100076,Y,Yes,13.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,5.0,0.0,5.0,,78984.0
100077,Y,Yes,11.0,3.0,1.0,80.0,0.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,,27624.0
100078,Y,No,12.0,3.0,1.0,80.0,1.0,16.0,5.0,1.0,4.0,3.0,0.0,3.0,,162588.0
100079,Y,No,17.0,3.0,1.0,80.0,3.0,19.0,5.0,2.0,18.0,10.0,3.0,7.0,,115356.0
100080,Y,Yes,21.0,4.0,4.0,80.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,7.0,,197244.0
100081,Y,No,14.0,3.0,4.0,80.0,2.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,,115644.0
100082,Y,No,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0,,48612.0
100083,Y,Yes,12.0,3.0,3.0,80.0,0.0,15.0,1.0,3.0,15.0,14.0,8.0,12.0,,161496.0
100084,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,2.0,1.0,2.0,,53100.0
100085,Y,Yes,13.0,3.0,3.0,80.0,1.0,8.0,2.0,1.0,5.0,4.0,0.0,4.0,,29232.0
100086,Y,No,16.0,3.0,4.0,80.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,,211668.0
100087,Y,No,13.0,3.0,1.0,80.0,0.0,16.0,3.0,4.0,5.0,2.0,0.0,2.0,,163968.0
100088,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,5.0,3.0,10.0,8.0,0.0,8.0,,37572.0
100089,Y,No,22.0,4.0,1.0,80.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,,34020.0
100090,Y,No,22.0,4.0,3.0,80.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,,58212.0
100091,Y,Yes,14.0,3.0,1.0,80.0,0.0,20.0,3.0,1.0,20.0,7.0,1.0,8.0,,48972.0
100092,Y,No,12.0,3.0,3.0,80.0,0.0,10.0,4.0,4.0,3.0,2.0,1.0,2.0,,28344.0
100093,Y,No,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0,,31356.0
100094,Y,No,20.0,4.0,1.0,80.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,,47004.0
100095,Y,Yes,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,,76560.0
100096,Y,No,12.0,3.0,3.0,80.0,1.0,9.0,3.0,2.0,5.0,3.0,1.0,3.0,,62100.0
100097,Y,No,17.0,3.0,2.0,80.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,,78000.0
100098,Y,No,19.0,3.0,4.0,80.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0,,123192.0
100099,Y,No,12.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,,31320.0
100100,Y,Yes,14.0,3.0,4.0,80.0,2.0,9.0,3.0,2.0,9.0,7.0,6.0,8.0,,26820.0
100101,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,2.0,,72924.0
100102,Y,Yes,12.0,3.0,3.0,80.0,0.0,9.0,3.0,2.0,4.0,2.0,0.0,1.0,,97236.0
100103,Y,Yes,13.0,3.0,4.0,80.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,,41568.0
100104,Y,Yes,15.0,3.0,1.0,80.0,2.0,7.0,0.0,3.0,7.0,7.0,1.0,7.0,,81648.0
100105,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0,,65784.0
100106,Y,No,12.0,3.0,3.0,80.0,2.0,17.0,6.0,2.0,16.0,10.0,5.0,13.0,,127308.0
100107,Y,No,15.0,3.0,2.0,80.0,0.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,,50652.0
100108,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0,,76704.0
100109,Y,Yes,14.0,3.0,4.0,80.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,,44760.0
100110,Y,No,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,,131580.0
100111,Y,No,15.0,3.0,1.0,80.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,,49284.0
100112,Y,No,23.0,4.0,4.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,5.0,7.0,,35304.0
100113,Y,Yes,14.0,3.0,4.0,80.0,0.0,21.0,3.0,3.0,21.0,9.0,11.0,10.0,,204816.0
100114,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0,,26772.0
100115,Y,No,25.0,4.0,3.0,80.0,1.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0,,209112.0
100116,Y,Yes,13.0,3.0,1.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,8.0,1.0,,58536.0
100117,Y,No,25.0,4.0,2.0,80.0,0.0,10.0,5.0,4.0,5.0,2.0,0.0,0.0,,134928.0
100118,Y,No,19.0,3.0,2.0,80.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,,29400.0
100119,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,5.0,3.0,9.0,8.0,4.0,8.0,,165084.0
100120,Y,No,17.0,3.0,3.0,80.0,1.0,11.0,3.0,2.0,7.0,1.0,0.0,7.0,,64152.0
100121,Y,No,15.0,3.0,3.0,80.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0,,119484.0
100122,Y,No,15.0,3.0,1.0,80.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,,78456.0
100123,Y,No,11.0,3.0,3.0,80.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0,,129840.0
100124,Y,Yes,15.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,,48168.0
100125,Y,No,25.0,4.0,2.0,80.0,1.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0,,182424.0
100126,Y,No,12.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,20.0,9.0,3.0,7.0,,51984.0
100127,Y,No,14.0,3.0,4.0,80.0,0.0,10.0,3.0,2.0,10.0,3.0,9.0,7.0,,119760.0
100128,Y,No,22.0,4.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,29280.0
100129,Y,No,17.0,3.0,4.0,80.0,3.0,9.0,2.0,4.0,8.0,7.0,0.0,7.0,,56016.0
100130,Y,No,19.0,3.0,1.0,80.0,0.0,9.0,2.0,1.0,7.0,6.0,0.0,7.0,,81732.0
100131,Y,No,11.0,3.0,4.0,80.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,,140292.0
100132,Y,No,13.0,3.0,2.0,80.0,2.0,17.0,3.0,2.0,7.0,7.0,7.0,7.0,,62844.0
100133,Y,No,21.0,4.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,4.0,1.0,0.0,,63540.0
100134,Y,No,18.0,3.0,3.0,80.0,1.0,7.0,2.0,4.0,7.0,5.0,0.0,7.0,,71916.0
100135,Y,No,22.0,4.0,3.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,,13224.0
100136,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,10.0,7.0,0.0,8.0,,61176.0
100137,Y,No,14.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,,44172.0
100138,Y,No,19.0,3.0,2.0,80.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,,79728.0
100139,Y,No,18.0,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,,25152.0
100140,Y,Yes,13.0,3.0,4.0,80.0,1.0,24.0,2.0,3.0,5.0,2.0,1.0,4.0,,238308.0
100141,Y,No,20.0,4.0,2.0,80.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0,,41424.0
100142,Y,No,12.0,3.0,4.0,80.0,1.0,15.0,5.0,3.0,14.0,11.0,2.0,9.0,,49776.0
100143,Y,No,23.0,4.0,3.0,80.0,1.0,21.0,3.0,3.0,20.0,7.0,0.0,10.0,,162840.0
100144,Y,No,13.0,3.0,2.0,80.0,1.0,18.0,3.0,4.0,13.0,7.0,5.0,7.0,,160176.0
100145,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,5.0,,95736.0
100146,Y,No,14.0,3.0,3.0,80.0,0.0,9.0,5.0,3.0,5.0,2.0,1.0,4.0,,44496.0
5001,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,No,61512.0
5002,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,Yes,61512.0
5003,Y,Yes,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,8080.0,0.0,No,61512.0
5004,Y,Yes,19.0,3.0,4.0,80.0,1.0,6618.0,6.0,4.0,5.0,4.0,0.0,2.0,No,93072.0
5005,Y,Yes,19.0,3.0,4.0,80.0,1.0,6618.0,6.0,4.0,5.0,4.0,0.0,2.0,Yes,93072.0
5006,Y,No,19.0,3.0,3.0,80.0,0.0,3808.0,3.0,2.0,5.0,4.0,4.0,3.0,Yes,28416.0
5007,Y,No,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,No,39720.0
5008,Y,No,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,Yes,39720.0
5009,Y,No,12.0,3.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,No,23412.0
5010,Y,No,15.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,Yes,32904.0
5011,Y,No,15.0,3.0,4.0,80.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,Yes,32904.0
5012,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,Yes,133908.0
5013,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,Yes,133908.0
5014,Y,No,15.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,Yes,133908.0
5015,Y,Yes,11.0,3.0,3.0,80.0,1.0,10.0,4.0,3.0,9.0,6.0,7.0,8.0,No,31116.0
5016,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,No,28212.0
5017,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,Yes,28212.0
5018,Y,No,16.0,3.0,4.0,80.0,1.0,2764.0,3.0,2.0,2.0,2.0,1.0,0.0,No,28212.0
5019,Y,No,14.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,5078.0,8.0,9.0,9.0,Yes,228396.0
5020,Y,No,11.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,9.0,0.0,1798.0,Yes,94776.0
5021,Y,No,11.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,9.0,0.0,1798.0,Yes,94776.0
5022,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,Yes,24528.0
5023,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,Yes,24528.0
5024,Y,No,11.0,3.0,3.0,80.0,1.0,4370.0,6.0,4.0,5.0,3.0,0.0,3.0,No,24528.0
5025,Y,No,14.0,3.0,3.0,80.0,1.0,1086.0,6.0,4.0,1.0,0.0,0.0,0.0,Yes,25032.0
5026,Y,No,14.0,3.0,3.0,80.0,1.0,1086.0,6.0,4.0,1.0,0.0,0.0,0.0,No,25032.0
5027,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,3720.0,8.0,Yes,91500.0
5028,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,3720.0,8.0,Yes,91500.0
5029,Y,No,13.0,3.0,3.0,80.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0,Yes,65640.0
5030,Y,Yes,12.0,3.0,3.0,80.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,Yes,18828.0
5031,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,Yes,42468.0
5032,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,Yes,42468.0
5033,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,Yes,42468.0
5034,Y,No,18.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,Yes,28524.0
5035,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,Yes,27420.0
5036,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,No,27420.0
5037,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,9404.0,Yes,27420.0
5038,Y,No,11.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,7345.0,2.0,1.0,2.0,Yes,41364.0
5039,Y,No,11.0,3.0,4.0,80.0,1.0,26.0,3.0,2.0,14.0,3099.0,4.0,8.0,Yes,229128.0
5040,Y,No,11.0,3.0,4.0,80.0,1.0,26.0,3.0,2.0,14.0,3099.0,4.0,8.0,Yes,229128.0
5041,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,Yes,136992.0
5042,Y,Yes,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0,Yes,136992.0
5043,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,Yes,32472.0
5044,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,Yes,32472.0
5045,Y,No,15.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3079.0,2.0,2.0,2.0,Yes,32472.0
5046,Y,No,11.0,3.0,4.0,80.0,0.0,14.0,2.0,4.0,14.0,11.0,4.0,11.0,Yes,80244.0
5047,Y,No,11.0,3.0,4.0,80.0,0.0,14.0,2.0,4.0,14.0,11.0,4.0,11.0,Yes,80244.0
5048,Y,Yes,13.0,3.0,2.0,80.0,1.0,17.0,1.0,2.0,5.0,3.0,1.0,3.0,Yes,62772.0
5049,Y,Yes,13.0,3.0,2.0,80.0,1.0,17.0,1.0,2.0,5.0,3.0,1.0,3.0,Yes,62772.0
5050,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,Yes,230424.0
5051,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,Yes,230424.0
5052,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0,Yes,230424.0
5053,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,Yes,51828.0
5054,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,No,51432.0
5055,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,Yes,51432.0
5056,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,Yes,51432.0
5057,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,5.0,3.0,6.0,2.0,0.0,4.0,No,26112.0
5058,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,No,41820.0
5059,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,No,41820.0
5060,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,No,41820.0
5061,Y,No,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,2332.0,6.0,8.0,8.0,No,142536.0
5062,Y,No,13.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0,No,56208.0
5063,Y,Yes,13.0,3.0,3.0,80.0,1.0,1.0,3.0,2.0,1.0,0.0,7291.0,0.0,Yes,35196.0
5064,Y,Yes,13.0,3.0,3.0,80.0,1.0,1.0,3.0,2.0,1.0,0.0,7291.0,0.0,Yes,35196.0
5065,Y,No,15.0,3.0,3.0,80.0,1.0,13.0,3.0,2.0,4.0,3591.0,1.0,2.0,No,75456.0
5066,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,Yes,40512.0
5067,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,Yes,40512.0
5068,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,Yes,40512.0
5069,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,10.0,2.0,7.0,8.0,Yes,24264.0
5070,Y,No,13.0,3.0,2.0,80.0,3.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,No,46884.0
5071,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,6908.0,0.0,0.0,Yes,88212.0
5072,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,6908.0,0.0,0.0,No,88212.0
5073,Y,No,22.0,4.0,3.0,80.0,1.0,5377.0,3.0,3.0,4.0,2.0,0.0,3.0,No,28644.0
5074,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,No,68772.0
5075,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,Yes,68772.0
5076,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,No,68772.0
5077,Y,No,14.0,3.0,2.0,80.0,2.0,8.0,3.0,3.0,3.0,2.0,0.0,2.0,No,57348.0
5078,Y,No,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,1099.0,1.0,0.0,Yes,55212.0
5079,Y,No,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,1099.0,1.0,0.0,Yes,55212.0
5080,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,13092.0
5081,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,13092.0
5082,Y,No,17.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,13092.0
5083,Y,Yes,11.0,3.0,2.0,80.0,0.0,8821.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes,202560.0
5084,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,4163.0,Yes,30708.0
5085,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,No,30180.0
5086,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,Yes,30180.0
5087,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,Yes,30180.0
5088,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,Yes,24840.0
5089,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,Yes,24840.0
5090,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,6920.0,4.0,No,24840.0
5091,Y,No,13.0,3.0,2.0,80.0,3.0,9536.0,3.0,3.0,4.0,2.0,0.0,2.0,No,61572.0
5092,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,Yes,95628.0
5093,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,Yes,95628.0
5094,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,No,95628.0
5095,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,Yes,47328.0
5096,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,Yes,47328.0
5097,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2411.0,Yes,47328.0
5098,Y,No,13.0,3.0,4.0,80.0,3.0,13.0,3.0,3.0,11.0,10.0,3.0,8.0,Yes,31104.0
5099,Y,No,12.0,3.0,2.0,80.0,1.0,7.0,2.0,4.0,5.0,1.0,1.0,3.0,Yes,82224.0
5100,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,3814.0,3.0,3.0,Yes,95340.0
5101,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,3814.0,3.0,3.0,Yes,95340.0
