EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
1371,27.0,Travel_Frequently,793.0,Sales,2.0,1.0,Life Sciences,1.0,4.0,Male,43.0,1.0,2.0,Sales Executive,4.0,Single,5071.0,20392.0,3.0
1006,38.0,Travel_Frequently,1391.0,Research & Development,10.0,1.0,Medical,1.0,3.0,Male,66.0,3.0,1.0,Research Scientist,3.0,Married,2684.0,12127.0,0.0
1760,38.0,Travel_Frequently,594.0,Research & Development,2.0,2.0,Medical,1.0,3.0,Female,75.0,2.0,1.0,Laboratory Technician,2.0,Married,2468.0,15963.0,4.0
1718,26.0,Travel_Rarely,390.0,Research & Development,17.0,4.0,Medical,1.0,4.0,Male,62.0,1.0,1.0,Laboratory Technician,3.0,Married,2305.0,6217.0,1.0
705,23.0,Travel_Rarely,885.0,Research & Development,4.0,3.0,Medical,1.0,1.0,Male,58.0,4.0,1.0,Research Scientist,1.0,Married,2819.0,8544.0,2.0
456,30.0,Travel_Rarely,570.0,Sales,5.0,3.0,Marketing,1.0,4.0,Female,30.0,2.0,2.0,Sales Executive,3.0,Divorced,6118.0,5431.0,1.0
85,36.0,Travel_Frequently,1195.0,Research & Development,11.0,3.0,Life Sciences,1.0,2.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6499.0,22656.0,1.0
1050,53.0,Travel_Frequently,124.0,Sales,2.0,3.0,Marketing,1.0,3.0,Female,38.0,2.0,3.0,Sales Executive,2.0,Married,7525.0,23537.0,2.0
1061,50.0,Travel_Rarely,1464.0,Research & Development,2.0,4.0,Medical,1.0,2.0,Male,62.0,3.0,5.0,Research Director,3.0,Married,19237.0,12853.0,2.0
1514,28.0,Travel_Rarely,1083.0,Research & Development,29.0,1.0,Life Sciences,1.0,3.0,Male,96.0,1.0,2.0,Manufacturing Director,2.0,Married,6549.0,3173.0,1.0
1549,33.0,Travel_Rarely,589.0,Research & Development,28.0,4.0,Life Sciences,1.0,2.0,Male,79.0,3.0,2.0,Laboratory Technician,3.0,Married,5207.0,22949.0,1.0
1590,29.0,Travel_Frequently,995.0,Research & Development,2.0,1.0,Life Sciences,1.0,1.0,Male,87.0,3.0,2.0,Healthcare Representative,4.0,Divorced,8853.0,24483.0,1.0
538,25.0,Travel_Rarely,688.0,Research & Development,3.0,3.0,Medical,1.0,1.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Married,4031.0,9396.0,5.0
100,35.0,Travel_Rarely,776.0,Sales,1.0,4.0,Marketing,1.0,3.0,Male,32.0,2.0,2.0,Sales Executive,1.0,Single,4312.0,23016.0,0.0
1994,33.0,Non-Travel,1313.0,Research & Development,1.0,2.0,Medical,1.0,2.0,Male,59.0,2.0,1.0,Laboratory Technician,3.0,Divorced,2008.0,20439.0,1.0
1918,26.0,Travel_Frequently,1096.0,Research & Development,6.0,3.0,Other,1.0,3.0,Male,61.0,4.0,1.0,Laboratory Technician,4.0,Married,2544.0,7102.0,0.0
1019,22.0,Travel_Rarely,217.0,Research & Development,8.0,1.0,Life Sciences,1.0,2.0,Male,94.0,1.0,1.0,Laboratory Technician,1.0,Married,2451.0,6881.0,1.0
677,33.0,Travel_Rarely,1216.0,Sales,8.0,4.0,Marketing,1.0,3.0,Male,39.0,3.0,2.0,Sales Executive,3.0,Divorced,7104.0,20431.0,0.0
1171,42.0,Travel_Rarely,647.0,Sales,4.0,4.0,Marketing,1.0,2.0,Male,45.0,3.0,2.0,Sales Executive,1.0,Single,5155.0,2253.0,7.0
522,54.0,Travel_Rarely,821.0,Research & Development,5.0,2.0,Medical,1.0,1.0,Male,86.0,3.0,5.0,Research Director,1.0,Married,19406.0,8509.0,4.0
100000,35.0,Travel_Rarely,1343.0,Research & Development,27.0,1.0,Medical,1.0,3.0,Female,53.0,2.0,1.0,Research Scientist,1.0,Single,2559.0,17852.0,1.0
100001,27.0,Travel_Rarely,1220.0,Research & Development,5.0,3.0,Life Sciences,1.0,3.0,Female,85.0,3.0,1.0,Research Scientist,2.0,Single,2478.0,20938.0,1.0
100002,24.0,Travel_Rarely,1476.0,Sales,4.0,1.0,Medical,1.0,4.0,Female,42.0,3.0,2.0,Sales Executive,3.0,Married,4162.0,15211.0,1.0
100003,37.0,Non-Travel,142.0,Sales,9.0,4.0,Medical,1.0,1.0,Male,69.0,3.0,3.0,Sales Executive,2.0,Divorced,8834.0,24666.0,1.0
100004,33.0,Travel_Rarely,527.0,Research & Development,1.0,4.0,Other,1.0,4.0,Male,63.0,3.0,1.0,Research Scientist,4.0,Single,2686.0,5207.0,1.0
100005,38.0,Travel_Rarely,723.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,77.0,1.0,2.0,Sales Representative,4.0,Married,5405.0,4244.0,2.0
100006,39.0,Travel_Frequently,766.0,Sales,20.0,3.0,Life Sciences,1.0,3.0,Male,83.0,3.0,2.0,Sales Executive,4.0,Divorced,4127.0,19188.0,2.0
100007,30.0,Travel_Rarely,1358.0,Sales,16.0,1.0,Life Sciences,1.0,4.0,Male,96.0,3.0,2.0,Sales Executive,3.0,Married,5301.0,2939.0,8.0
100008,35.0,Travel_Rarely,1370.0,Research & Development,27.0,4.0,Life Sciences,1.0,4.0,Male,49.0,3.0,2.0,Manufacturing Director,3.0,Married,6883.0,5151.0,2.0
100009,56.0,Travel_Rarely,718.0,Research & Development,4.0,4.0,Technical Degree,1.0,4.0,Female,92.0,3.0,5.0,Manager,1.0,Divorced,19943.0,18575.0,4.0
100010,31.0,Travel_Rarely,202.0,Research & Development,8.0,3.0,Life Sciences,1.0,1.0,Female,34.0,2.0,1.0,Research Scientist,2.0,Single,1261.0,22262.0,1.0
100011,42.0,Travel_Rarely,544.0,Human Resources,2.0,1.0,Technical Degree,1.0,3.0,Male,52.0,3.0,1.0,Human Resources,3.0,Divorced,2696.0,24017.0,0.0
100012,50.0,Travel_Rarely,939.0,Research & Development,24.0,3.0,Life Sciences,1.0,4.0,Male,95.0,3.0,4.0,Manufacturing Director,3.0,Married,13973.0,4161.0,3.0
100013,37.0,Travel_Rarely,1373.0,Research & Development,2.0,2.0,Other,1.0,4.0,Male,92.0,2.0,1.0,Laboratory Technician,3.0,Single,2090.0,2396.0,6.0
100014,28.0,Travel_Rarely,1169.0,Human Resources,8.0,2.0,Medical,1.0,2.0,Male,63.0,2.0,1.0,Human Resources,4.0,Divorced,4936.0,23965.0,1.0
100015,57.0,Travel_Rarely,334.0,Research & Development,24.0,2.0,Life Sciences,1.0,3.0,Male,83.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9439.0,23402.0,3.0
100016,51.0,Travel_Frequently,237.0,Sales,9.0,3.0,Life Sciences,1.0,4.0,Male,83.0,3.0,5.0,Manager,2.0,Divorced,19847.0,19196.0,4.0
100017,32.0,Travel_Rarely,634.0,Research & Development,5.0,4.0,Other,1.0,2.0,Female,35.0,4.0,1.0,Research Scientist,4.0,Married,3312.0,18783.0,3.0
100018,44.0,Travel_Rarely,1117.0,Research & Development,2.0,1.0,Life Sciences,1.0,1.0,Female,72.0,4.0,1.0,Research Scientist,4.0,Married,2011.0,19982.0,1.0
100019,31.0,Non-Travel,335.0,Research & Development,9.0,2.0,Medical,1.0,3.0,Male,46.0,2.0,1.0,Research Scientist,1.0,Single,2321.0,10322.0,0.0
100020,32.0,Travel_Rarely,1018.0,Research & Development,2.0,4.0,Medical,1.0,1.0,Female,74.0,4.0,2.0,Research Scientist,4.0,Single,5055.0,10557.0,7.0
100021,32.0,Travel_Frequently,1316.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Female,38.0,3.0,2.0,Research Scientist,3.0,Single,4998.0,2338.0,4.0
100022,42.0,Travel_Rarely,810.0,Research & Development,23.0,5.0,Life Sciences,1.0,1.0,Female,44.0,3.0,4.0,Research Director,4.0,Single,15992.0,15901.0,2.0
100023,45.0,Non-Travel,589.0,Sales,2.0,4.0,Life Sciences,1.0,3.0,Female,67.0,3.0,2.0,Sales Executive,3.0,Married,5154.0,19665.0,4.0
100024,24.0,Travel_Frequently,381.0,Research & Development,9.0,3.0,Medical,1.0,2.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Single,3172.0,16998.0,2.0
100025,32.0,Travel_Rarely,1373.0,Research & Development,5.0,4.0,Life Sciences,1.0,4.0,Male,56.0,2.0,2.0,Manufacturing Director,4.0,Single,9679.0,10138.0,8.0
100026,38.0,Travel_Frequently,693.0,Research & Development,7.0,3.0,Life Sciences,1.0,4.0,Male,57.0,4.0,1.0,Research Scientist,3.0,Divorced,2610.0,15748.0,1.0
100027,37.0,Travel_Frequently,1278.0,Sales,1.0,4.0,Medical,1.0,3.0,Male,31.0,1.0,2.0,Sales Executive,4.0,Divorced,9525.0,7677.0,1.0
100028,35.0,Travel_Rarely,1224.0,Sales,7.0,4.0,Life Sciences,1.0,3.0,Female,55.0,3.0,2.0,Sales Executive,4.0,Married,5204.0,13586.0,1.0
100029,46.0,Travel_Rarely,1003.0,Research & Development,8.0,4.0,Life Sciences,1.0,4.0,Female,74.0,2.0,2.0,Research Scientist,1.0,Divorced,4615.0,21029.0,8.0
100030,26.0,Travel_Rarely,471.0,Research & Development,24.0,3.0,Technical Degree,1.0,3.0,Male,66.0,1.0,1.0,Laboratory Technician,4.0,Single,2340.0,23213.0,1.0
100031,46.0,Travel_Rarely,1009.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,51.0,3.0,4.0,Research Director,3.0,Married,17861.0,2288.0,6.0
100032,46.0,Travel_Rarely,488.0,Sales,2.0,3.0,Technical Degree,1.0,3.0,Female,75.0,1.0,4.0,Manager,2.0,Married,16872.0,14977.0,3.0
100033,53.0,Travel_Rarely,1223.0,Research & Development,7.0,2.0,Medical,1.0,4.0,Female,50.0,3.0,5.0,Manager,3.0,Divorced,18606.0,18640.0,3.0
100034,26.0,Travel_Rarely,950.0,Sales,4.0,4.0,Marketing,1.0,4.0,Male,48.0,2.0,2.0,Sales Executive,4.0,Single,5828.0,8450.0,1.0
100035,29.0,Travel_Frequently,459.0,Research & Development,24.0,2.0,Life Sciences,1.0,4.0,Male,73.0,2.0,1.0,Research Scientist,4.0,Single,2439.0,14753.0,1.0
100036,38.0,Travel_Frequently,1394.0,Research & Development,8.0,3.0,Medical,1.0,4.0,Female,58.0,2.0,2.0,Research Scientist,2.0,Divorced,2133.0,18115.0,1.0
100037,35.0,Travel_Rarely,670.0,Research & Development,10.0,4.0,Medical,1.0,1.0,Female,51.0,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,4223.0,3.0
100038,49.0,Travel_Rarely,464.0,Research & Development,16.0,3.0,Medical,1.0,4.0,Female,74.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2587.0,24941.0,4.0
100039,45.0,Travel_Rarely,556.0,Research & Development,25.0,2.0,Life Sciences,1.0,2.0,Female,93.0,2.0,2.0,Manufacturing Director,4.0,Married,5906.0,23888.0,0.0
100040,42.0,Travel_Rarely,1147.0,Human Resources,10.0,3.0,Human Resources,1.0,3.0,Female,31.0,3.0,4.0,Manager,1.0,Married,16799.0,16616.0,0.0
100041,33.0,Travel_Frequently,1392.0,Research & Development,3.0,4.0,Life Sciences,1.0,4.0,Female,56.0,3.0,1.0,Research Scientist,3.0,Married,2909.0,23159.0,1.0
100042,41.0,Travel_Rarely,642.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Research Scientist,4.0,Married,2782.0,21412.0,3.0
100043,28.0,Travel_Frequently,773.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0
100044,25.0,Travel_Rarely,383.0,Sales,9.0,2.0,Life Sciences,1.0,1.0,Male,68.0,2.0,1.0,Sales Representative,1.0,Married,4400.0,15182.0,3.0
100045,28.0,Travel_Rarely,1434.0,Research & Development,5.0,4.0,Technical Degree,1.0,3.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Single,3441.0,11179.0,1.0
100046,36.0,Non-Travel,1229.0,Sales,8.0,4.0,Technical Degree,1.0,1.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Divorced,5079.0,25952.0,4.0
100047,48.0,Travel_Rarely,715.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,8733.0,6.0
100048,30.0,Non-Travel,1400.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,53.0,3.0,1.0,Laboratory Technician,4.0,Married,2097.0,16734.0,4.0
100049,29.0,Travel_Rarely,942.0,Research & Development,15.0,1.0,Life Sciences,1.0,2.0,Female,69.0,1.0,1.0,Research Scientist,4.0,Married,2168.0,26933.0,0.0
100050,49.0,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,1.0,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,4507.0,8191.0,3.0
100051,51.0,Travel_Rarely,313.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Female,98.0,3.0,4.0,Healthcare Representative,2.0,Single,13734.0,7192.0,3.0
100052,42.0,Travel_Rarely,300.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,56.0,3.0,5.0,Manager,3.0,Married,18880.0,17312.0,5.0
100053,23.0,Travel_Rarely,977.0,Research & Development,10.0,3.0,Technical Degree,1.0,4.0,Male,45.0,4.0,1.0,Research Scientist,3.0,Married,2073.0,12826.0,2.0
100054,32.0,Travel_Rarely,374.0,Research & Development,25.0,4.0,Life Sciences,1.0,1.0,Male,87.0,3.0,1.0,Laboratory Technician,4.0,Single,2795.0,18016.0,1.0
100055,53.0,Travel_Rarely,238.0,Sales,1.0,1.0,Medical,1.0,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,7507.0,7.0
100056,31.0,Travel_Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,8346.0,20943.0,1.0
100057,28.0,Travel_Rarely,760.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,81.0,3.0,2.0,Sales Executive,2.0,Married,4779.0,3698.0,1.0
100058,27.0,Travel_Rarely,1302.0,Research & Development,19.0,3.0,Other,1.0,4.0,Male,67.0,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,16290.0,1.0
100059,33.0,Travel_Frequently,1111.0,Sales,5.0,1.0,Life Sciences,1.0,2.0,Male,61.0,3.0,2.0,Sales Executive,4.0,Married,9998.0,19293.0,6.0
100060,47.0,Travel_Frequently,719.0,Sales,27.0,2.0,Life Sciences,1.0,2.0,Female,77.0,4.0,2.0,Sales Executive,3.0,Single,6397.0,10339.0,4.0
100061,41.0,Travel_Rarely,1356.0,Sales,20.0,2.0,Marketing,1.0,2.0,Female,70.0,3.0,1.0,Sales Representative,2.0,Single,3140.0,21728.0,1.0
100062,56.0,Travel_Rarely,1369.0,Research & Development,23.0,3.0,Life Sciences,1.0,4.0,Male,68.0,3.0,4.0,Manufacturing Director,2.0,Married,13402.0,18235.0,4.0
100063,37.0,Travel_Rarely,674.0,Research & Development,13.0,3.0,Medical,1.0,1.0,Male,47.0,3.0,2.0,Research Scientist,4.0,Married,4285.0,3031.0,1.0
100064,36.0,Non-Travel,301.0,Sales,15.0,4.0,Marketing,1.0,4.0,Male,88.0,1.0,2.0,Sales Executive,4.0,Divorced,5406.0,10436.0,1.0
100065,36.0,Travel_Rarely,363.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Female,77.0,1.0,3.0,Manufacturing Director,1.0,Divorced,10252.0,4235.0,2.0
100066,21.0,Travel_Rarely,546.0,Research & Development,5.0,1.0,Medical,1.0,3.0,Male,97.0,3.0,1.0,Research Scientist,4.0,Single,3117.0,26009.0,1.0
100067,47.0,Travel_Rarely,465.0,Research & Development,1.0,3.0,Technical Degree,1.0,1.0,Male,74.0,3.0,1.0,Research Scientist,4.0,Married,3420.0,10205.0,7.0
100068,31.0,Travel_Rarely,408.0,Research & Development,9.0,4.0,Life Sciences,1.0,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,2657.0,7551.0,0.0
100069,42.0,Travel_Rarely,188.0,Research & Development,29.0,3.0,Medical,1.0,2.0,Male,56.0,1.0,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0
100070,54.0,Travel_Rarely,1147.0,Sales,3.0,3.0,Marketing,1.0,4.0,Female,52.0,3.0,2.0,Sales Executive,1.0,Married,5940.0,17011.0,2.0
100071,49.0,Travel_Frequently,636.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Female,35.0,3.0,5.0,Research Director,1.0,Single,18665.0,25594.0,9.0
100072,59.0,Travel_Rarely,1324.0,Research & Development,3.0,3.0,Medical,1.0,3.0,Female,81.0,4.0,1.0,Laboratory Technician,1.0,Married,2670.0,9964.0,4.0
100073,30.0,Travel_Rarely,501.0,Sales,27.0,5.0,Marketing,1.0,3.0,Male,99.0,3.0,2.0,Sales Executive,4.0,Divorced,5304.0,25275.0,7.0
100074,53.0,Travel_Rarely,1395.0,Research & Development,24.0,4.0,Medical,1.0,2.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Married,7005.0,3458.0,3.0
100075,46.0,Travel_Rarely,717.0,Research & Development,13.0,4.0,Life Sciences,1.0,3.0,Male,34.0,3.0,2.0,Healthcare Representative,2.0,Single,5562.0,9697.0,6.0
100076,31.0,Travel_Rarely,828.0,Sales,2.0,1.0,Life Sciences,1.0,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Single,6582.0,8346.0,4.0
100077,31.0,Travel_Frequently,1060.0,Sales,1.0,3.0,Life Sciences,1.0,4.0,Female,54.0,3.0,1.0,Sales Representative,2.0,Single,2302.0,8319.0,1.0
100078,54.0,Travel_Rarely,1217.0,Research & Development,2.0,4.0,Technical Degree,1.0,1.0,Female,60.0,3.0,3.0,Research Director,3.0,Married,13549.0,24001.0,9.0
100079,39.0,Travel_Rarely,1132.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9613.0,10942.0,0.0
100080,40.0,Travel_Rarely,898.0,Human Resources,6.0,2.0,Medical,1.0,3.0,Male,38.0,3.0,4.0,Manager,4.0,Single,16437.0,17381.0,1.0
100081,31.0,Travel_Frequently,1125.0,Sales,7.0,4.0,Marketing,1.0,1.0,Female,68.0,3.0,3.0,Sales Executive,1.0,Married,9637.0,8277.0,2.0
100082,48.0,Travel_Rarely,163.0,Sales,2.0,5.0,Marketing,1.0,2.0,Female,37.0,3.0,2.0,Sales Executive,4.0,Married,4051.0,19658.0,2.0
100083,33.0,Travel_Frequently,515.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,98.0,3.0,3.0,Research Director,4.0,Single,13458.0,15146.0,1.0
100084,35.0,Travel_Frequently,138.0,Research & Development,2.0,3.0,Medical,1.0,2.0,Female,37.0,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,15986.0,5.0
100085,33.0,Travel_Rarely,813.0,Research & Development,14.0,3.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Laboratory Technician,4.0,Married,2436.0,22149.0,5.0
100086,50.0,Travel_Rarely,691.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0
100087,37.0,Travel_Rarely,397.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Male,30.0,3.0,3.0,Research Director,3.0,Single,13664.0,25258.0,4.0
100088,29.0,Travel_Rarely,1401.0,Research & Development,6.0,1.0,Medical,1.0,2.0,Female,54.0,3.0,1.0,Laboratory Technician,4.0,Married,3131.0,26342.0,1.0
100089,36.0,Travel_Rarely,922.0,Research & Development,3.0,2.0,Life Sciences,1.0,1.0,Female,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,2561.0,5.0
100090,25.0,Travel_Rarely,810.0,Sales,8.0,3.0,Life Sciences,1.0,4.0,Male,57.0,4.0,2.0,Sales Executive,2.0,Married,4851.0,15678.0,0.0
100091,43.0,Travel_Rarely,930.0,Research & Development,6.0,3.0,Medical,1.0,1.0,Female,73.0,2.0,2.0,Research Scientist,3.0,Single,4081.0,20003.0,1.0
100092,44.0,Travel_Rarely,935.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Married,2362.0,14669.0,4.0
100093,30.0,Travel_Frequently,1312.0,Research & Development,23.0,3.0,Life Sciences,1.0,1.0,Male,96.0,1.0,1.0,Research Scientist,3.0,Divorced,2613.0,22310.0,1.0
100094,35.0,Travel_Rarely,802.0,Research & Development,10.0,3.0,Other,1.0,2.0,Male,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,9541.0,1.0
100095,40.0,Travel_Rarely,575.0,Sales,22.0,2.0,Marketing,1.0,3.0,Male,68.0,2.0,2.0,Sales Executive,3.0,Married,6380.0,6110.0,2.0
100096,32.0,Travel_Rarely,638.0,Research & Development,8.0,2.0,Medical,1.0,3.0,Female,91.0,4.0,2.0,Research Scientist,3.0,Married,5175.0,22162.0,5.0
100097,34.0,Travel_Rarely,1111.0,Sales,8.0,2.0,Life Sciences,1.0,3.0,Female,93.0,3.0,2.0,Sales Executive,1.0,Married,6500.0,13305.0,5.0
100098,60.0,Travel_Frequently,1499.0,Sales,28.0,3.0,Marketing,1.0,3.0,Female,80.0,2.0,3.0,Sales Executive,1.0,Married,10266.0,2845.0,4.0
100099,31.0,Travel_Frequently,874.0,Research & Development,15.0,3.0,Medical,1.0,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,6233.0,1.0
100100,27.0,Travel_Rarely,1103.0,Research & Development,14.0,3.0,Life Sciences,1.0,1.0,Male,42.0,3.0,1.0,Research Scientist,1.0,Married,2235.0,14377.0,1.0
100101,38.0,Travel_Frequently,888.0,Human Resources,10.0,4.0,Human Resources,1.0,3.0,Male,71.0,3.0,2.0,Human Resources,3.0,Married,6077.0,14814.0,3.0
100102,34.0,Travel_Rarely,735.0,Sales,3.0,1.0,Medical,1.0,4.0,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,16495.0,3.0
100103,28.0,Travel_Rarely,1157.0,Research & Development,2.0,4.0,Medical,1.0,1.0,Male,84.0,1.0,1.0,Research Scientist,4.0,Married,3464.0,24737.0,5.0
100104,49.0,Non-Travel,1002.0,Research & Development,18.0,4.0,Life Sciences,1.0,4.0,Male,92.0,3.0,2.0,Manufacturing Director,4.0,Divorced,6804.0,23793.0,1.0
100105,51.0,Travel_Rarely,1302.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Male,84.0,1.0,2.0,Manufacturing Director,2.0,Divorced,5482.0,16321.0,5.0
100106,38.0,Travel_Rarely,119.0,Sales,3.0,3.0,Life Sciences,1.0,1.0,Male,76.0,3.0,3.0,Sales Executive,3.0,Divorced,10609.0,9647.0,0.0
100107,28.0,Non-Travel,120.0,Sales,4.0,3.0,Medical,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Married,4221.0,8863.0,1.0
100108,33.0,Travel_Rarely,1242.0,Sales,8.0,4.0,Life Sciences,1.0,1.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Married,6392.0,10589.0,2.0
100109,32.0,Travel_Rarely,515.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,62.0,2.0,1.0,Laboratory Technician,3.0,Single,3730.0,9571.0,0.0
100110,49.0,Travel_Rarely,1261.0,Research & Development,7.0,3.0,Other,1.0,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,10965.0,12066.0,8.0
100111,37.0,Travel_Rarely,124.0,Research & Development,3.0,3.0,Other,1.0,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,4107.0,13848.0,3.0
100112,26.0,Travel_Rarely,1355.0,Human Resources,25.0,1.0,Life Sciences,1.0,3.0,Female,61.0,3.0,1.0,Human Resources,3.0,Married,2942.0,8916.0,1.0
100113,39.0,Travel_Rarely,117.0,Research & Development,10.0,1.0,Medical,1.0,3.0,Male,99.0,3.0,4.0,Manager,1.0,Married,17068.0,5355.0,1.0
100114,34.0,Travel_Frequently,303.0,Sales,2.0,4.0,Marketing,1.0,3.0,Female,75.0,3.0,1.0,Sales Representative,3.0,Married,2231.0,11314.0,6.0
100115,54.0,Travel_Rarely,584.0,Research & Development,22.0,5.0,Medical,1.0,2.0,Female,91.0,3.0,4.0,Manager,3.0,Married,17426.0,18685.0,3.0
100116,33.0,Travel_Rarely,501.0,Research & Development,15.0,2.0,Medical,1.0,2.0,Female,95.0,3.0,2.0,Healthcare Representative,4.0,Married,4878.0,21653.0,0.0
100117,32.0,Travel_Rarely,495.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Male,64.0,3.0,3.0,Manager,4.0,Single,11244.0,21072.0,2.0
100118,35.0,Travel_Rarely,992.0,Research & Development,1.0,3.0,Medical,1.0,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,21731.0,1.0
100119,40.0,Non-Travel,218.0,Research & Development,8.0,1.0,Medical,1.0,4.0,Male,55.0,2.0,3.0,Research Director,2.0,Divorced,13757.0,25178.0,2.0
100120,34.0,Travel_Frequently,234.0,Research & Development,9.0,4.0,Life Sciences,1.0,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0
100121,30.0,Travel_Rarely,1176.0,Research & Development,20.0,3.0,Other,1.0,3.0,Male,85.0,3.0,2.0,Manufacturing Director,1.0,Married,9957.0,9096.0,0.0
100122,34.0,Non-Travel,1381.0,Sales,4.0,4.0,Marketing,1.0,3.0,Female,72.0,3.0,2.0,Sales Executive,3.0,Married,6538.0,12740.0,9.0
100123,43.0,Travel_Frequently,1082.0,Research & Development,27.0,3.0,Life Sciences,1.0,3.0,Female,83.0,3.0,3.0,Manufacturing Director,1.0,Married,10820.0,11535.0,8.0
100124,35.0,Travel_Rarely,1142.0,Research & Development,23.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,1.0,Laboratory Technician,1.0,Married,4014.0,16002.0,3.0
100125,48.0,Travel_Frequently,365.0,Research & Development,4.0,5.0,Medical,1.0,3.0,Male,89.0,2.0,4.0,Manager,4.0,Married,15202.0,5602.0,2.0
100126,42.0,Non-Travel,335.0,Research & Development,23.0,2.0,Life Sciences,1.0,4.0,Male,37.0,2.0,2.0,Research Scientist,3.0,Single,4332.0,14811.0,1.0
100127,36.0,Non-Travel,635.0,Sales,10.0,4.0,Medical,1.0,2.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,9980.0,15318.0,1.0
100128,38.0,Travel_Frequently,148.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Female,42.0,2.0,1.0,Laboratory Technician,2.0,Single,2440.0,23826.0,1.0
100129,32.0,Travel_Frequently,689.0,Sales,9.0,2.0,Medical,1.0,4.0,Male,35.0,1.0,2.0,Sales Executive,4.0,Divorced,4668.0,22812.0,0.0
100130,27.0,Travel_Rarely,975.0,Research & Development,7.0,3.0,Medical,1.0,4.0,Female,55.0,2.0,2.0,Healthcare Representative,1.0,Single,6811.0,23398.0,8.0
100131,33.0,Travel_Rarely,213.0,Research & Development,7.0,3.0,Medical,1.0,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0
